,text
335,BS: What do you say about disenfranchisement? Forgive me for not knowing.
336,"No, It’s fine. So I actually start with the big vision. You know, if you gave me a chance, I’d do a constitutional amendment to protect the right of every American citizen to vote and to make sure that vote gets counted so you put real federal muscle behind it. I also talk about that for a specific reason, because a lot of Americans are shocked to know that that’s not already in the Constitution and that there is no federal muscle behind that. "
337,I talk about rolling back every racist voter suppression law in America. We could do that at the federal level. I talk about outlawing political gerrymandering. We could do that at the federal level. 
338,"I talk about Citizens United, although that one again is either going to take constitutional amendment or some change in the personnel at the Supreme Court to reslice that issue. But I think it is important to keep that one on the table. And I talk about it because when I close, I talk about why those three things are related to each other. "
339,"End Citizens United, a group with more than four million members and half a million donors around the country, has voiced support for Senator Warren’s proposed anti-corruption plans. The group has noted that both President Obama and President Trump won election in part by portraying themselves as tougher on opponents. Read more in The Times."
340,"Why attacking corruption and getting some structural change in our economy that actually is about not just the wealth gap top to bottom, but this fact that more and more and more of our value is being sucked up to the top, and more and more people are sliding back behind it. And not having power at the polls. How those three things are tied to each other. "
341,"Because for me, they all are about a central question and that’s: Who’s going to get opportunity in this country going forward? Will opportunity be reserved just for those born into privilege? Or will opportunity be something that we say as a country, we’re willing to make some hard choices to invest, so that all of our kids get those opportunities? "
342,"But it’s hard. It’s a lot easier not to take on the drug industry. It’s a lot easier not to take on the insurance industry. It’s a lot easier not to take on the oil industry. But every single issue we care about, every single issue — think about it on climate. All across this country people are saying climate, climate, climate. If you’re not willing to take on the corruption, we’re going to get laws passed that are going to have great names: Save the World; Everything Is Green; Now Safe for Unicorns. "
343,"But it’s not going to be real change because so long as the lobbyists are writing it, so long as they’re the ones who are in the ears of the folks in the House and the Senate, we’re just going to keep making little, tiny changes, and I just don’t think we can keep doing that."
344,BS: Last question. What are you likely to fail at as president? Hmm. MC: And nobody does well at this question.
347,"Yeah, I can imagine. Nobody ever wants to answer this probably. To try this, you’ve got to have an optimism bias. And I do. I know that. It’s an optimism bias that keeps me working 14 hours a day. It’s an optimism bias that pulls you in more and more people to try to talk about it."
348,"But I take your question seriously. The place I might be most likely to fail is to get only part. Now, part’s better than none, right? But only part. And that’s a deeply worrisome thought. "
349,"I know that as you sit here it looks like, wow, this woman wants to do a lot and it’s hard. And the truth is, it is. I spent my whole life studying working families. Why they go broke, what’s happening in America, why America’s middle class is being hollowed out. Whole books written about this. And I watch every year two things as it gets worse and worse and worse. Not fire worse. That was 2008 and — everybody is ——"
350,"The Times columnist David Leonhardt wrote in September that despite long positioning herself as a champion for the working class, Senator Warren has had a record of struggling to win in working-class towns and blue-collar parts of Massachusetts. BS: Mm-hmm."
352,"But a degree worse, two degrees worse. I watch that, and I watch as one more player in the game gets even more deeply embedded in Washington and Washington decision making. One more player hires more lobbyists, spends more money on campaign contributions, puts more money into bought-and-paid-for experts and think tanks so that nothing will change. It’s like you talk about hardening between right and left. That’s not the hardening. The part that’s happening is it’s hardening between the top and the bottom. "
353,"When I was a girl, you had a better than 50/50 chance of doing better than your parents. Today, that seems to be slipping under a 1-in-10 chance. Opportunity is shifting away from not just the poor kids. It’s shifting away from everybody who’s not born into the top. And sure, a few people roll the dice and make it big and we should celebrate that, but it’s like this fundamental question of who we’re going to be as a country. And yeah, I do fight for a lot of things. I fight for a big vision, but if we don’t start there, if we start by compromising, if we start by saying, “Hey, everybody line up. We’re going to knock 2 cents off your student loan debt,” who’s showing up for that?"
354,"The tension between incremental and transformative change has been a feature of the 2020 campaign. Mr. Obama, for instance, weighed in to say that the typical American “doesn’t think we have to completely tear down the system,” an implicit critique of Senator Warren’s and Senator Sanders’s campaigns."
355,"NF: How do you deal with the fact that while people might want big change, they’re also afraid of it? Sure."
357,"NF: In the last month or so, your — I know you don’t poll, but others do, and your poll numbers have gone down, and it seems to coincide with your major rollout of your health plan and the attacks you’ve gotten, basically painting you as extremist, going too far, both from Wall Street, from other candidates and elsewhere. And I’m wondering if that’s because people are afraid of what you’re proposing as much as others might like it?"
358,"I don’t know anybody who’s afraid of the 2-cent wealth tax who isn’t already a billionaire. NF: Why would you think, why is that —— No, but I think this is important. NF: O.K."
362,O.K.? And I have seen the billionaire go on TV and cry about it.
363,NF: But it’s also about the “Medicare for all” plan.
364,"But that is the specific, right? This is the place where Democrats have fired on Democrats about how we’re going to do health care. And I’ll make two pitches on that. One is I think the best way we’re going to do health care — this is just what I believe — is you do what you can to bring down costs. You got a little success on the table. It’s a lot of success. It’s hundreds of millions of dollars of success. You’ve got that on the table. You start to offer people what’s possible. "
365,"You do what you can with 50 votes to offer people what’s possible. And then when lots of people get experience with it and they say, “I like this, this works for me,” then we vote on it and everybody gets better off and gets to try it. I think that’s what’s going to happen on “Medicare for all.” In fact, I think that is the way that we can solve our health care problems."
366,"But I get it. There are right now, Democrats against Democrats on this. But understand this, we’ll get into a general election. Oh, I know what the insurance industry will want to do. I know what Donald Trump will want to do. But the truth is we’re going to have the party who tried to take away health care from 35 million Americans, said it was O.K. to discriminate against people with pre-existing conditions and is continuing to follow that right now, both in their lawsuits and in their agency practices, and millions of people have lost their health care."
367,"“Medicare for all” has created deep divisions on the left, particularly over questions like: How much would it really cost? Is Senator Warren’s plan for raising the money for it progressive enough? Is it politically prudent to debate the issue now? "
368,"We’re going to have that party who lost a bunch of seats on that in 2018 versus a party that we argue with each other about the best way to try to make sure that people get health care coverage, but at least we’re trying to move in that direction. And this is a salient, personal, human fact. Your health care, your housing, getting your kids educated, getting your kids taken care of in child care. Every single one of those, I like where we are. I like where I am in this fight because I think it’s the right fight to have and I think we must be in this fight. We cannot take a pass on this."
369,"And I know it’s tough between here and there. I was in a very tough primary back in 2012 and I wasn’t in any primary at all in 2018, so those are my two electoral experiences."
370,"In 2012, Massachusetts Democrats, worried about a tough fight against Republican Senator Scott Brown, coalesced around Ms. Warren, knocking her only primary challenger, an immigration attorney, Marisa DeFranco, off the ballot. “Winning in November is more important to Democrats than standing behind one woman who wanted to challenge another one for the right to run for U.S. Senate,” Boston Globe columnist Joan Vennochi wrote at the time. Whether Ms. Warren could beat Mr. Brown, the incumbent, was more of a tossup, though by late summer 2012 most polls had her ahead."
371,"And so when somebody — when I was first thinking about running for president, somebody said to me, “Primaries are hard. You’ve never been in one and they’re hard, because the people you think are going to be your friends turn out not to be your friends.” And —— BS: Among other things. [LAUGHTER]"
373,"Among other things, right? And it’s why though I’ve tried so hard for 11 months and four days now to talk about the vision of what we can actually do and to try to make it real. Not vision in a — I’m not really a big, you know, talk about this in soaring terms. But in real terms, a 2-cent wealth tax."
374,"Critics of the wealth tax point out that only four European countries now have one, down from 12 in 1990. In France, the wealth tax triggered an exodus of the ultrarich and didn’t raise as much revenue as anticipated."
375,"Think of what that means. Do — you know that the top — just one quick — one number. I’ve resisted numbers while I’m in here. The 99 percent America pays 7.2 percent of your total income in taxes. Not total income. Total wealth. The top one-tenth of 1 percent, the part I want to hit with a 2-cent wealth tax, 3.2 percent. 3.2 percent. They have wealth managers who are managing these huge funds that are growing at what rate? Six percent a year, 8 percent a year, 10 percent a year? KK: Eight percent on average."
377,"Exactly. A 2-cent wealth tax just means if you don’t lift a finger, your fortune only grows at 4 percent, 6 percent, 8 percent. And yet how many people in this country who are so sophisticated and knowledgeable — right — say you could never get a wealth tax because the billionaires and millionaires won’t let it happen? Well, what the hell? This is a democracy."
378,"In a democracy, how is it that they have so much political influence that one-tenth of 1 percent can say, I rather your kid have to deal with $50,000 in student loan debt, and I’d rather you never get a chance to get a child into day care, which means you either piece stuff together in crazy ways or quit your job. And I’d rather your public schools still have tiles falling out of the ceiling and textbooks that are 11 years old than that the top one-tenth of 1 percent has to pitch in 2 cents."
379,"These are the fights we need to have. These are the fights we should be bringing forward. We don’t bring those fights forward. We — oh, well, we could — around the edge a little bit. Then we’re just going to be the ones who stood by while America became fundamentally a country that lost even a hope that all the kids would have opportunity. That we just extinguish that and say, “Nope. Better be born into it, because that’s the only way to make it in America.” That’s not the America I want to see. "
380,"I am in this fight because my daddy ended up as a janitor. I got my big chance at a commuter college that cost $50 a semester, because a bunch of taxpayers had invested in that college. That opportunity is not there today. That same college costs $15,000 now. Kids have to load up on debt to go there today. That’s not expanding opportunity in this country. We’ve got a choice to make as a nation and the good news about 2020, the door has opened just a crack, that all the things that have been broken for so long, Donald Trump has made so much worse and gotten so many people off the sidelines, we actually have a chance. Not just to nibble, but to make big change."
381,"KK: O.K., Kristen’s going to kill me, but thank you so much for coming. Thank you for having me."
