text,category
UnitedHealth’s UnitedHealthcare health insurance unit was the first of the big health insurers to report quarterly earnings and updated 2020 projections for what is expected to be a record year of growth for Medicare Advantage.,oppose-medicare
"Other insurers including the Aetna unit of CVS Health, Anthem, Cigna and Humana will be reporting their quarterly earnings in the next two months.",oppose-medicare
"“Within our Medicare Advantage offerings including dual eligible growth, we expect to serve nearly 700,000 more people in 2020,” UnitedHealth Group chief executive David Wichmann told analysts on the company’s fourth quarter earnings call last week.",oppose-medicare
"Today In: Innovation Wichmann described the most recent open enrollment period, which ended in early December for seniors to choose their Medicare health and drug coverage for 2020, as UnitedHealth’s “strongest ever” for individual Medicare Advantage.",oppose-medicare
UnitedHealth’s record Medicare Advantage enrollment comes as most Democrats running for their party’s nomination for the Presidency back off a single payer version of Medicare for All that would uproot the private insurance industry.,oppose-medicare
And that would in effect end a Medicare Advantage program that has already signed up more than one in three Medicare eligible seniors and growing.,oppose-medicare
But more seniors signing up for private Medicare Advantage means it will be politically harder for it to be taken away and replaced with a government-run single-payer version of Medicare for All pushed most notably by Sen. Bernie Sanders of Vermont.,oppose-medicare
Sanders continues to push single payer Medicare and last week during a debate in Des Moines reiterated that his plan has no copayments or deductibles.,oppose-medicare
"Meanwhile, Democrats that include former Vice President Joe Biden and most others still in the race are touting an effort to build on existing coverage under the Affordable Care Act.",oppose-medicare
"Sen. Elizabeth Warren, historically a supporter of Sanders plan, has backed off moving all Americans to a government-run healthcare system in favor of first bolstering the ACA and introducing a public option.",oppose-medicare
"As more baby boomers turn 65 and become eligible for Medicare, insurers and the federal government are seeing more of them sign up for private Medicare Advantage than the government-run traditional fee-for-service Medicare.",oppose-medicare
"This year, Medicare Advantage plans are offering more supplement health benefits under new rules established by the Centers for Medicare & Medicaid Services, which has seen  a record number of health plans selling coverage that offers seniors the same benefits as traditional Medicare plus extras like preventative care and outpatient healthcare services.",oppose-medicare
"“We are bullish obviously overall on the outlook for both Medicare Advantage, but also the dual special needs marketplace as well,” UnitedHealth’s Wichmann said.",oppose-medicare
“They are both very larger today and growing in markets.,oppose-medicare
MA is clearly outperforming fee-for-service in terms of overall benefit coverages and the quality of outcomes and the returns that people are getting in terms of their overall satisfaction and so no surprise that it is performing as well and seems to be gaining some momentum.”  The lack of momentum for a single payer version of Medicare for All among Democrats vying to challenge President Donald Trump should Republicans re-nominate him to run for a second term isn’t lost on health plans signing up seniors to Medicare Advantage.,oppose-medicare
The health insurance industry and its supporters say Medicare Advantage is more about “modernizing” Medicare with the help of the private sector and seniors are increasingly recognizing the difference.,oppose-medicare
"“Despite the lower costs, better outcomes, and high satisfaction that defines Medicare Advantage, some would argue for policies that threaten the success of Medicare Advantage and turn back the clock on innovative care models that enable seniors to live healthier lives,” Allyson Schwartz, a former Democratic Congresswoman and president and CEO of Better Medicare Alliance wrote in an opinion column in the Jan. 7th issue of the journal Health Affairs.",oppose-medicare
"“From my time leading a women’s health center, to my work as Commissioner of Health and Human Services in Philadelphia, to my service in Congress crafting health policy on the Ways and Means Committee, to my role today, I believe health care is a basic human right,” Schwartz wrote.",oppose-medicare
"“As we seek to address Americans’ very real concerns, we should fix what is broken in our health care system, while strengthening that which works to ensure coverage and quality at a cost we can all afford.”",oppose-medicare
The Medicare for All Act of 2019 Our dysfunctional health care system is unaffordable.,oppose-medicare
"Today, the United States has the most expensive, inefficient, and bureaucratic health care system in the world.",oppose-medicare
Despite the fact that we are the only major country on earth not to guarantee health care for all -- and have 34 million Americans who are uninsured and even more who are underinsured -- we now spend more than twice as much per capita on health care as the average developed country.,oppose-medicare
"According to a recent study, 45 percent of Americans are worried a major illness could leave them bankrupt, 1 out of 4 Americans skipped needed medical care because they could not afford it, and 77 percent are concerned rising health costs will cause significant and lasting damage to our economy.",oppose-medicare
We spend more on health care and get worse results.,oppose-medicare
"According to the Centers for Medicare & Medicaid Services, we spend more than $10,700 per capita on health care.",oppose-medicare
"Meanwhile, Canada spends just $4,826, France spends $4,902, Germany spends $5,728, and the United Kingdom spends $4,246 per person on health care.",oppose-medicare
"Further, despite the fact that health care spending consumes almost 18% of our GDP, our health care outcomes are worse than all of these other countries.",oppose-medicare
"For example, our life expectancy is 2.5 years lower than Germany's and our mortality rate for children under the age of 18 is at the top of the list compared to other developed countries.",oppose-medicare
Our current health care system puts profits over people.,oppose-medicare
"The ongoing failure of our health care system is directly attributable to the fact that - - unique among major nations -- it is primarily designed not to provide quality care to all in a cost-effective way, but to maximize profits for health insurance companies, the pharmaceutical industry and medical equipment suppliers.",oppose-medicare
"While thousands of Americans die each year because they cannot get the health care they desperately need, the top five health insurance companies last year made nearly $21 billion in profits, led by UnitedHealth which made almost $12 billion alone.",oppose-medicare
"As tens of thousands of American families face bankruptcy and financial ruin because of the outrageously high cost of health care and 30 percent of U.S. adults with private health insurance delay seeking medical care each year due to cost, the top 65 healthcare CEOs made $1.7 billion in compensation in 2017 including $83.2 million for the CEO of UnitedHealth Group; $58.7 million for the CEO of Aetna; and $43.9 million for the CEO of Cigna.",oppose-medicare
"Today, about one out of every five Americans cannot afford to fill the prescriptions given to them by their doctors because we pay, by far, the highest price in the world for prescription drugs.",oppose-medicare
"Meanwhile, last year pharmaceutical companies made over $50 billion in profits.",oppose-medicare
"A 2013 study showed that in 2010, the United States paid, on average, about double what was paid  in the United Kingdom, Australia, and Switzerland for prescription drugs.",oppose-medicare
"Since 2014, the cost of 60 drugs commonly taken has more than doubled, and 20 of them have at least quadrupled in price.",oppose-medicare
Medicare is the most popular health care program in America.,oppose-medicare
"Fifty-four years ago, the United States took an important step towards universal health care by passing the Medicare program into law.",oppose-medicare
Guaranteeing comprehensive health benefits for Americans over 65 has proven to be enormously successful and popular.,oppose-medicare
Now is the time to improve and expand Medicare for all.,oppose-medicare
Universal health care for all.,oppose-medicare
"The Medicare for All Act will provide comprehensive health care to every man, woman and child in our country -- without out-of-pocket expenses.",oppose-medicare
"No more insurance premiums, deductibles or co-payments.",oppose-medicare
"Further, this bill improves Medicare coverage to include dental, hearing and vision care.",oppose-medicare
"In other words, this plan would do exactly what should be done in a civilized and democratic society.",oppose-medicare
"It would allow all Americans, regardless of their income, to get the health care they need when they need it.",oppose-medicare
Medicare for All is the most cost-effective health care plan.,oppose-medicare
"Instead of doctors and nurses spending a significant part of their day filling out forms and arguing with insurance companies, they should be using their time to provide care to their patients.",oppose-medicare
We'd be able to save up to $500 billion annually in billing and administrative costs under Medicare for All.,oppose-medicare
That money could be used to greatly expand primary care in this country and make certain that all Americans got the health care they needed when they needed it -- saving billions on expensive emergency room care and hospital visits.,oppose-medicare
"Instead of paying the highest prices in the world for prescription drugs, we could save hundreds of billions over a 10 year period through tough negotiations with the drug companies under this legislation.",oppose-medicare
"Even a study done by the right-wing Mercatus Center estimated that Medicare for All would save Americans more than $2 trillion over a decade, reducing the projected cost of health care between 2022 and 2031 from $59.7 trillion to $57.6 trillion.",oppose-medicare
Another study by the University of Massachusetts Amherst estimated that Medicare for All would save the American people even more money - $5.1 trillion over a ten year period compared to what they are spending today.,oppose-medicare
Medicare for All saves middle class families thousands of dollars.,oppose-medicare
"At a time when health care in 2018 for a typical family of four with an employer-sponsored PPO plan now costs more than $28,000, the reality is that a Medicare-for-all system would save the average family significant sums of money.",oppose-medicare
"A study by RAND found that moving to a Medicare-for-all system in New York would save a family with an income of $185,000 or less about $3,000 a year, on average.",oppose-medicare
"Citizens for Tax Justice found that middle class families would see their after-tax income go up by about $3,240 a  year under Medicare for All.",oppose-medicare
Another study found that middle class families would spend about 14 percent less of their income on health care than they do today.,oppose-medicare
"Even the projections from the Mercatus Center suggest that the average American could save about $6,000 under Medicare for all over a 10-year period.",oppose-medicare
Medicare for All is good for businesses.,oppose-medicare
"A Medicare-for-all system not only benefits individuals and families, it would benefit the business community.",oppose-medicare
Small- and medium-sized businesses would be free to focus on their core business goals instead of wasting precious energy and resources navigating an incredibly complex system to provide health insurance to their employees.,oppose-medicare
"Bottom line: If every major country on earth can guarantee health care to all and achieve better health outcomes, while spending substantially less per capita than we do, it is absurd for anyone to suggest that the United States of America cannot do the same.",oppose-medicare
"Summary of the bill Coverage for all This legislation will create a federal universal health insurance program to provide comprehensive coverage for all Americans including inpatient and outpatient hospital care; emergency services; primary and preventive services; prescription drugs; mental health and substance abuse treatment; maternity and newborn care; pediatrics; home- and community-based long-term services and supports; dental, audiology, and vision services.",oppose-medicare
What will this bill mean for patients?,oppose-medicare
"As a patient, all your basic needs are covered.",oppose-medicare
You choose your doctor.,oppose-medicare
"No deductibles, no surprise bills for out-of-network services, no copays.",oppose-medicare
"If you change jobs, you don’t have to change insurance plans or worry about losing the coverage you and your family depend on.",oppose-medicare
"No more worrying about whether you can afford to get the care you need, or how to pick the right insurance plan for your family.",oppose-medicare
What will it mean for providers?,oppose-medicare
Health care providers can spend more time with their patients and less time with paperwork.,oppose-medicare
"A universal health care system will also allow the country to invest more resources in provider education and training, and make smart investments to avoid provider shortages and ensure communities can access the providers they need.",oppose-medicare
What will it mean for employers?,oppose-medicare
"Instead of struggling to provide health insurance to employees, businesses will simply pay a payroll tax—just like they do for Medicare now.",oppose-medicare
"More freedom, more security Under this bill, Americans will benefit from the freedom and security that comes with finally separating health insurance from employment.",oppose-medicare
"That freedom would not only help the American people live happier, healthier and more fulfilling lives, but it would also promote innovation and entrepreneurship in every sector of the economy.",oppose-medicare
"People would be able to start new businesses, stay home with their children or leave jobs they don’t like knowing that they would still have health care coverage for themselves and their families.",oppose-medicare
Employers would be free to focus on running their business rather than spending countless hours figuring out how to provide health insurance to their employees.,oppose-medicare
Working Americans wouldn’t have to choose between bargaining for higher wages or better health insurance.,oppose-medicare
Parents wouldn’t have to worry about how to provide health insurance to their children.,oppose-medicare
Seniors and people with serious or chronic illnesses could afford the care necessary to keep them healthy without worry of financial ruin.,oppose-medicare
"Millions of people will no longer have to choose between health care and other necessities like food, heat and shelter.",oppose-medicare
The Plot Against Medicare for All The political establishment rediscovers the benefit of Red-baiting and xenophobia to preserve the health care industry's buckrakers.,oppose-medicare
"Last week, at a huge and frightening retirement community in Florida known as The Villages, Donald Trump promised to protect seniors from two of the most menacing monsters lurking under their beds: Immigrants and socialism.",oppose-medicare
"You would think it might get boring, blaming everything on foreigners and commies, but its political utility is tried and true.",oppose-medicare
"Signing an executive order—which did not mention immigrants at all—before the assembled, Trump promised that he “will never allow these politicians to steal your health care and give it away to illegal aliens.” Democrats, he said, “want to raid Medicare to fund a thing called socialism.” Into this category he placed both single-payer health care alongside the “so-called public option.” Nevermind the fact that the latter policy bears as much relation to socialism as Trump does to a rose petal.",oppose-medicare
"As hoary as the old-timey Red-baiting might seem, this executive order, and the rhetoric Trump deployed to promote it, is a distillation of his administration’s strategy to defeat the movement for single-payer.",oppose-medicare
"By pitting Americans against immigrants, and by telling seniors their Medicare would be under threat, Trump is banking on division and discord as a way to defeat a plan that would actually be beneficial for everyone except the very wealthiest.",oppose-medicare
"If Americans could realize the benefits of single-payer health care, and discover how different a life free from the worry of crippling health care debt could be, Republicans would not be able to persist in their promotion of the grim, race-to-the-bottom status quo.",oppose-medicare
"If this fight were fought on the merits and the facts, Trump would have no hope.",oppose-medicare
The executive order itself is a mish-mash of policy tweaks designed to further enhance the profitability of health care.,oppose-medicare
"Among the biggest winners are health insurers: The order instructs the Department of Health and Human Services to create rules promoting and expanding Medicare Advantage, the privatized part of Medicare under which insurers offer cheap plans that cover the benefits Medicare doesn’t.",oppose-medicare
"These ideas include encouraging “innovative [Medicare Advantage] benefit structures and plan designs”—“innovation” being the jollier term for privatization in the Trump era—and ensuring that the government doesn’t promote regular Medicare ahead of Medicare Advantage, which probably means directing the government to more fulsomely promote Medicare Advantage.",oppose-medicare
The Trump administration already bumped up reimbursement for Medicare Advantage plans by 3.4 percent in 2018.,oppose-medicare
Hospitals and health care providers would also win big.,oppose-medicare
"The order directs HHS to study raising the prices paid by Medicare “to more closely reflect the prices paid for services in [Medicare Advantage] and the commercial insurance market,” which reimburses providers at a far higher rate than Medicare does.",oppose-medicare
"The goal is, according to the order, to “encourage more robust price competition, and otherwise to inject market pricing” into Medicare fees.",oppose-medicare
It’s hardly worth noting the hypocrisy of a government that rails against the cost of socialized medicine proposing something that would cause government spending to skyrocket; this is the same bunch of crooks who pushed through a deficit-ballooning tax plan and claimed it would lower the deficit.,oppose-medicare
"This particular proposal would be great for hospitals and other health care providers, who would stand to reap greater profits.",oppose-medicare
It would be terrible for everyone else.,oppose-medicare
"This particular proposal would be great for hospitals and other health care providers, who would stand to reap greater profits.",oppose-medicare
It would be terrible for everyone else.,oppose-medicare
Medicare premiums would have to rise to cover these costs.,oppose-medicare
"There is no sense to raising provider rates to reflect what private insurance pays, because those rates are stupidly inflated and, for that matter, deeply opaque: The public does not know what private insurance pays.",oppose-medicare
"(Last month, the Cleveland Clinic argued in a regulatory comment that it simply could not disclose all the prices it charges to insurers, because there are more than 210 million of them.)",oppose-medicare
The market has not worked to constrain prices in the private market; it has sent them racing to unsustainable levels.,oppose-medicare
"Currently, about a third of Medicare enrollees are on Medicare Advantage.",oppose-medicare
"Premiums are very low, or sometimes even nothing, and the plans cover things beyond Medicare’s purview, such as dental and vision care, along with fancier benefits like gym memberships.",oppose-medicare
"It’s appealing in part because of the rough state in which Medicare exists, with no cap on out-of-pocket costs and no coverage for certain important medical needs.",oppose-medicare
TNR Newsletters.,oppose-medicare
Must reads.,oppose-medicare
5 days a week.,oppose-medicare
Sign Up Now But Medicare Advantage is often only good until you have to use it: People who are sicker are more likely to leave Medicare Advantage plans than healthy people.,oppose-medicare
"The plans use networks to restrict which doctors patients can see: One Kaiser Family Foundation study found that on average, Medicare Advantage plans included just 51 percent of hospitals in their county, and a separate study found the networks included only 46 percent of doctors in a county.",oppose-medicare
These plans also often have higher out-of-pocket costs.,oppose-medicare
"The average gross margin on Medicare Advantage plans is roughly double that of regular insurance, perhaps in part because the plans deny care that should be covered, and insurers overbill the government by billions each year.",oppose-medicare
"Growing Medicare Advantage is terrible policy, but it would be a smart strategy in the effort to crush single-payer.",oppose-medicare
"It’s akin to the dynamic in the private market for younger Americans: People with nice insurance subsidized by their employer will naturally want to guard that privilege, misguided as they are about how good that privilege really is.",oppose-medicare
"By growing the population with these prized Medicare Advantage plans, it grows the number of people with a plan that would be ended by single-payer—thus growing the audience for attacks centered on scary socialists Taking Away Your Plan.",oppose-medicare
"And by repeatedly telling seniors, whether they have Medicare Advantage or not, that single-payer supporters want to destroy their health care, Trump aims to rally a reliable voting bloc against their own self-interest.",oppose-medicare
"It’s a cruel joke that seniors, one of the groups of people who would be most helped by Medicare for All, are already the least interested in the idea and seem to be a primary target for the lies of single-payer opponents.",oppose-medicare
Many of the most prominent of these opponents are Democrats.,oppose-medicare
"In July, Joe Biden claimed incoherently at an AARP forum that under Medicare for All, “Medicare goes away as you know it.",oppose-medicare
All the Medicare you have is gone.,oppose-medicare
"It’s a new Medicare system.” A Joe Biden-linked polling firm was revealed last month to have tested messages opposing Medicare for All among Democrats, and found that one of the most effective attacks was claiming that it would lower the quality of care for senior citizens.",oppose-medicare
"And in February, Nancy Pelosi implied that Medicare under Medicare for All would be worse than the plans currently available under the Affordable Care Act, saying in a Rolling Stone interview:   When they say Medicare for All, people have to understand this: Medicare for All is not as good a benefit as the Affordable Care Act.",oppose-medicare
It doesn’t have catastrophic [coverage] — you have to go buy it.,oppose-medicare
It doesn’t have dental.,oppose-medicare
It’s not as good as the plans that you can buy under the Affordable Care Act.,oppose-medicare
"So I say to them, come in with your ideas, but understand that we’re either gonna have to improve Medicare — for all, including seniors — or else people are not gonna get what they think they’re gonna get.",oppose-medicare
"And by the way, how’s it gonna be paid for?",oppose-medicare
"Either Nancy Pelosi was desperately uninformed about what one of the most prominent bills her caucus had introduced actually contains, or she was cravenly lying.",oppose-medicare
The same goes for Joe Biden.,oppose-medicare
"The fact is that Medicare for All would drastically improve Medicare for seniors, by eliminating almost all cost-sharing; by including free dental, hearing, and vision coverage; and by covering long-term care, which is currently only covered by Medicaid.",oppose-medicare
"Whether these lies are told by Trump, the health care industry, or Democrats, the intent is the same: Lie to seniors about what will happen to their Medicare and pit their interests against the interests of everyone else.",oppose-medicare
The absurd “keep your government hands off my Medicare” line that we’ve heard for at least 25 years takes on a new spin.,oppose-medicare
"It’s not just keeping the government’s hands off Medicare: It’s keeping your neighbors’ hands off it, too.",oppose-medicare
One of the groups that Trump believes the rest of America is most desperate to keep away from their Medicare are immigrants.,oppose-medicare
"Trump claimed that Democrats are proposing “draining your healthcare to finance the open borders,” and said Democrats “put foreign citizens who break our laws and endanger our country…way ahead of American citizens like you who obey our laws.” This is complete and utter dribble.",oppose-medicare
How would raiding Medicare funding allow for open borders?,oppose-medicare
Do open borders even cost anything?,oppose-medicare
"Wouldn’t it be cheaper, in fact, to disband the border patrol and open the border?",oppose-medicare
"But it’s a fool’s errand to try and ascertain meaning or assume any kind of linear, logical thinking from what Trump says.",oppose-medicare
"(Trump also suggested that the pharmaceutical companies might be behind the push to impeach him, in retaliation for his desire to lower drug prices.)",oppose-medicare
"To be clear, immigrants pay far more into Medicare than they receive in benefits: A 2013 study published in Health Affairs found that immigrants “contributed $13.8 billion more to the [Hospital Insurance] Trust Fund than it paid out on their behalf,” largely because most of them are of working-age.",oppose-medicare
"The same is true for private health insurance, which is heavily subsidized by immigrant contributions.",oppose-medicare
"This discussion is all the more insane because undocumented immigrants are not even eligible for Medicare, Medicaid, or subsidies on the ACA marketplace.",oppose-medicare
"Even green card holders must live in the United States for five years before they are eligible for Medicare, regardless of age.",oppose-medicare
(The law that put that last restriction in place was signed by Bill Clinton.),oppose-medicare
"As if to drive the point home, Trump followed up the Medicare order with another executive order on Friday night that will ban immigrants from obtaining visas unless they have health insurance or can prove they can afford care.",oppose-medicare
"It also effectively bans legal immigrants hoping to obtain visas from using the ACA subsidies that they otherwise qualify for, since those won’t count for the purposes of this rule.",oppose-medicare
"The order says the United States “admitting thousands of aliens who have not demonstrated any ability to pay for their healthcare costs,” contributes to the problem of uncompensated care.",oppose-medicare
"Immigrants already have to demonstrate that they won’t become a “public charge” while in the United States—meaning that they won’t use government funding for things like health care, a policy made even more onerous and cruel by the Stephen Miller-backed rule issued earlier this year.",oppose-medicare
"(When my husband sponsored my green card, he had to sign a form promising to pay the government back if I ever used a means-tested benefit, like Medicaid.)",oppose-medicare
"This prospect of immigrants coming for your healthcare isn’t just one of the many whimsical notions lodged in Trump’s brain, like Graydon Carter’s relative standing in the New York media world.",oppose-medicare
"In fact, many Americans seem to believe that immigrants already get free care from the government.",oppose-medicare
"A Politifact article from earlier this year did the painstaking and futile work of debunking a Facebook post, shared over 14,000 times, that wondered why “seniors on Social Security have to pay for Medicare and a supplemental (insurance) and the illegals get it all for free?” Since most Democratic candidates indicated their plans would cover undocumented immigrants—who need and deserve free health care as much as anyone else—it’s plausible that this particular attack has taken on new significance, though it’s also true that Republicans have been saying this since long before that debate stage moment.",oppose-medicare
Trump once said Democrats want to give every immigrant a car.,oppose-medicare
"At this point, it might not matter a lot what they’re actually proposing.",oppose-medicare
"Trump’s intent is clear: Divide, blame, point fingers at any source of distress in the American health care system other than the profiteers who are actually at fault.",oppose-medicare
"Trump’s intent is clear: Divide, blame, point fingers at any source of distress in the American health care system other than the profiteers who are actually at fault.",oppose-medicare
"In the most Trumpian way, it’s a combination of a sleazy sales pitch and the fundamental lies at the heart of American capitalism, telling people they must protect the jewels the market has given them when really all they have is Arby’s and an emptying strip mall.",oppose-medicare
"Medicare is not great, and Medicare Advantage is a scam, but they’re better than the nightmare landscape of the private market for people under 65, so threatening them with the false prospect of losing these treasures is effective.",oppose-medicare
Throwing in some nativist harum-scarum adds the sleek veneer of “preserving the old way of life.”   “Divisive” is one of those words used so often in Washington that it has lost all meaning.,oppose-medicare
"But this is what opponents of Medicare for All, including both Trump and Biden, are doing: They are dividing Americans against each other to obscure our common interest in an equitable health care system.",oppose-medicare
"Despite the lies and fearmongering, almost every American would benefit immeasurably from Medicare for All.",oppose-medicare
Their best bet for defeating it is in obscuring that fact.,oppose-medicare
The cost is putting ordinary Americans at each others’ throats.,oppose-medicare
"Different Takes: Lessons On Why ‘Medicare For All’ Is Wrong Answer; For Starters, ACA Removed Unfairness From Health Care Editorial pages focus on these health care issues and others.",oppose-medicare
The New York Times: This Is The Strongest Argument Against Medicare For All It was in Vermont that Senator Bernie Sanders learned to love single-payer health care — what he now calls Medicare for All — and it was in Vermont that American single-payer faced its greatest test so far.,oppose-medicare
"Pete Shumlin, a Democrat and avowed supporter of single-payer health care, the state worked to create a groundbreaking plan, called Green Mountain Care, to cover all its citizens.",oppose-medicare
"Following the Affordable Care Act’s 2010 passage, state lawmakers enacted legislation intended to put Vermont “on a path to a single-payer system.” No state-based single-payer effort ever made it as far, and Mr. Shumlin positioned the plan as a test case for the nation.",oppose-medicare
"(Peter Suderman, 10/9)  Miami Herald: ACA Still Under Attack By Republicans In Congress, President Five years, nine months, and nine days — within the course of American history — is not a very long time.",oppose-medicare
"However, it was only that long ago that the Affordable Care Act (ACA) radically transformed the healthcare system in this country.Before Jan. 1, 2014, when the bulk of the ACA went into effect, Americans were completely at the mercy of an inequitable and unfair healthcare system: Insurers could place lifetime limits on covering essential benefits; drop your coverage if you got sick; or simply deny you coverage for “pre-existing” conditions.",oppose-medicare
"The ACA not only removed these outrageous barriers to getting health insurance, it gave all Americans, irrespective of provider, access to better quality and more affordable health insurance.",oppose-medicare
"(U.S. Rep. Donna Shalala, 10/10)",oppose-medicare
"Here are some of the biggest arguments against Bernie Sanders' 'Medicare for All' plan, which is gaining popularity among Democrats .",oppose-medicare
"Democrats are increasingly promoting an overhaul of US healthcare known as ""Medicare for All.""",oppose-medicare
"The idea, popularized by Sen. Bernie Sanders, would expand the government-run healthcare program to all Americans.",oppose-medicare
"Republicans have attacked the plans, including President Donald Trump.",oppose-medicare
Health policy experts have also identified key issues that any Medicare for All program would need to address.,oppose-medicare
"""Medicare for All,"" the idea to expand the government-run healthcare program to all Americans, is gaining steam among Democratic politicians and the party's base.",oppose-medicare
"Many candidates are taking on the issue as a central part of their 2018 midterm campaign, and serious contenders for the 2020 Democratic presidential nomination are also backing the idea.",oppose-medicare
But not everyone is a fan.,oppose-medicare
"Republicans, most notably President Donald Trump, have come out in recent weeks to bash the idea.",oppose-medicare
"While Trump's attacks leaned heavily on scare tactics, many conservative health policy analysts have also brought up a series of policy issues that could arise from the implementation of Medicare for All.",oppose-medicare
Conservatives and other opponents of the proposal raise a host of issues with the plan's cost and feasibility.,oppose-medicare
"The most cited objections:  Cost: What opponents are worried about: Sanders' own estimate totals the cost of his plan at $1.38 trillion a year, while other studies put it anywhere from $2.4 trillion to $2.8 trillion a year.",oppose-medicare
"A recent, well-publicized study by the Mercatus Center — a libertarian free-market think tank — put the price tag at $32.6 trillion over 10 years.",oppose-medicare
"What proponents counter: While the price tag for the federal government would rise, the benefits would far outweigh the costs.",oppose-medicare
"In particular, Sanders and others point to the Mercatus Center study's finding that National Health Expenditures — the total that households, businesses, and the government spend on healthcare — would actually be $2 trillion less than currently projected over the first 10 years after implementation.",oppose-medicare
"Reimbursement rates for healthcare providers: What opponents say: Sanders' plan assumes doctors, hospitals, and other providers will accept payment rates as much as 40% below what private insurance pays now.",oppose-medicare
"The idea is that since the government plan is the only game in town, healthcare providers will be forced to negotiate lower rates, which would drive down costs for the government.",oppose-medicare
But this could make some providers unprofitable and force some hospitals out of business.,oppose-medicare
"What proponents say: Providers will make up some of these lost payments in lower overhead costs, including less paperwork and fewer insurer disputes.",oppose-medicare
"Additionally, Medicare's reimbursements rates are higher than Medicaid's.",oppose-medicare
And more insured Americans would mean more consumers for hospitals.,oppose-medicare
Healthcare rationing and long wait times: What opponents say: The large influx of patients into the system and the lowered barrier to care could lead to long wait times and substandard care.,oppose-medicare
"Additionally, in many single-payer systems, the government can reject certain treatments as non cost-effective, which could limit options.",oppose-medicare
What proponents say: The US already rations care — people that don't have coverage often go without it or forego care that their plan may not cover.,oppose-medicare
"Additionally, many countries have longer wait times for elective surgery and non-emergency visits, but not for acute care.",oppose-medicare
These countries also have similar health outcomes and much lower costs.,oppose-medicare
Stifling pharmaceutical innovation: What opponents say: The US spends much more on drug development than other countries and part of the promised savings from the plan would come from negotiating lower drug prices.,oppose-medicare
"Since the government is the only buyer in the Medicare for All system, pharma companies would have little choice but accept the prices the government is willing to pay.",oppose-medicare
"In turn, opponents argue cutting the amount of money the government pays out for the products pharma and medical device companies make could stifle their research and development.",oppose-medicare
What proponents say: Many pharmaceutical and medical device breakthroughs already use public funds and many innovations are still developed outside of the US.,oppose-medicare
"Additionally, most pharma companies already spend much more on marketing, which would become less important in a single-payer system.",oppose-medicare
"Why ‘Medicare-For-All’ Is Not The Answer The Affordable Care Act survived the Supreme Court and a presidential election, so why does it face such an uncertain future?",oppose-medicare
One reason is that it was essentially silent on how to control costs.,oppose-medicare
This has led many pundits – including the likes of Paul Krugman and Robert Reich – to argue that the best approach would be to extend Medicare to everyone.,oppose-medicare
"A January National Research Council report on the relative disadvantage of America in global health outcomes, especially compared to countries with national health insurance, added further fuel to the fire.",oppose-medicare
But is a larger government role in health insurance the best approach?,oppose-medicare
The idea of universal Medicare is powerful and attractive.,oppose-medicare
"Mr. Krugman points out that in the last forty years, average Medicare costs per person have grown by 400 percent while those for private insurance have increased more than 700 percent.",oppose-medicare
"His numbers suggest that if everyone had Medicare for the last 40 years, we might now spend only 14 percent of GDP on health care instead of nearly 18 percent, while also reaching universal coverage.",oppose-medicare
"Mr. Reich argues that “Medicare-for-All” would save between $58 billion and $400 billion annually, and similarly concludes: “Medicare isn’t the problem.",oppose-medicare
"It’s the solution.” Critics of the U.S. system are also quick to point out that Americans don’t live as long as their counterparts in countries that spend much less, suggesting universal Medicare could save money and improve our health.",oppose-medicare
The argument for universal Medicare basically comes down to three key claims:  (1) Medicare gets lower prices; (2) Medicare’s administrative costs are lower; and (3) greater spending does not mean better health.,oppose-medicare
Each of these deserves closer attention.,oppose-medicare
Consider first the argument that Medicare has lower prices.,oppose-medicare
"This happens because the government, as the largest purchaser of health care, can demand lower payments for services compared to private insurers.",oppose-medicare
"In fact, because Medicare is the only payer for people aged 65 and older, it can quote take-it-or-leave-it prices, and choosing to leave it means providers can’t treat 40 million of the sickest Americans.",oppose-medicare
"That is a lot of market power; indeed, economists have a word for it: monopsony.",oppose-medicare
"The classic problem of monopsony buying power, however, is underprovision of services.",oppose-medicare
The medical market is no exception.,oppose-medicare
"This problem manifested in Medicaid years ago – as states started to clamp down on payments, providers exited the market, leaving us with the patchwork system we have today.",oppose-medicare
Could the same happen to Medicare?,oppose-medicare
We are already hearing reports of doctors who do not take Medicare patients.,oppose-medicare
"In a 2010 survey of 9,000 physicians, the American Medical Association reported that 17 percent of doctors restricted the number of Medicare patients; among primary care physicians, a whopping 31 percent did.",oppose-medicare
"With universal Medicare, is the population really going to accept, and would Congress really allow, the continued reductions in prices?",oppose-medicare
Administrative costs.,oppose-medicare
Proponents of universal Medicare often point to the much higher administrative costs in private plans.,oppose-medicare
But are such higher administrative costs necessarily bad?,oppose-medicare
"For one, the large variation in Medicare costs suggests inefficiencies that might be corrected through more administrative spending.",oppose-medicare
"Over the last 40 years, the Dartmouth group has documented extensive geographic variation in Medicare spending that is unexplained by demographics, income, or disease severity.",oppose-medicare
Areas with 30 percent higher spending seem to have no better outcomes.,oppose-medicare
"Ironically, Medicare's low administrative costs – about 3 percent compared with 17 percent in the private sector – may be to blame for the high spending.",oppose-medicare
The private sector uses these funds to do a better job controlling excessive use.,oppose-medicare
Tomas Philipson and colleagues have shown that the variation in Medicare hospital use is four times larger than the private sector when it comes to heart disease.,oppose-medicare
