,text
299,"So this is the carrot and the stick. So imagine if you had data standards that were endorsed by the U.S., the E.U., and Japan, and it had certain technology protocols associated with it. Then China said, “Hey, I don’t want to adhere to that.” Because like you said, they like to hoard data, and one of the reasons why they’re in position to leapfrog us is they have more data than we do and they have essentially nonexistent privacy rights or regulations. They have complete surveillance. That’s one reason why they’ve banned masks in Hong Kong, so that their surveillance technology can pick up who the protesters are. So China has its own vast hoard of data. "
300,"There has been a continuing controversy over Hong Kong’s law banning masks to target anti-government protesters. One court ruling found it unconstitutional, but a later ruling temporarily reinstated it."
301,"But for them the challenge is not even what’s happening internally. The challenge is whether or not they can get developing countries on board with their technology standards to be able to roll them out internationally. So if you’re a third party, let’s say you’re a developing country in Africa or Latin America, then you have a choice essentially between the global standard and the Chinese standard. And if you’re the Chinese, you do not want a standard that only you are using over time, because that’s going to curb your economic upside to all of the software that you’re building. One of the reasons why our tech companies are so successful is that they export it to virtually the entire rest of the world, and China does not want to be in the opposite position."
302,"CW: I’m curious, then, focusing on the U.S., a couple of months ago the general counsel for the N.S.A. wrote an Op-Ed for us and was worried about this big challenge of the government not being able to acquire the tech talent. That Silicon Valley is actually so much more attractive, so much more interesting there. And that when you’re looking at 5G technology, quantum computing, technology, A.I., not having engineers in that space and sort of outsourcing that to the private sector is potentially incredibly dangerous. Like how do you actually make people want to come and bring that engineering talent to the federal government, rather than ——"
303,KK: Especially given your proposal for Department of the Attention Economy.
304,"Well, the Department of the Attention Economy would likely be based in Silicon Valley, and it’d be run by a guy named Tristan Harris, who’s a design ethicist. He started Time Well Spent. So I don’t think it’s necessarily the case that you need to try and bring everyone into the cubicles in D.C. to get the rules ——"
305,"Mr. Yang has been the most vocal of all candidates about privacy issues. Tristan Harris, whom he has alluded to in discussing the Department of the Attention Economy, spent three years as a Google design ethicist. He left to found the Center for Humane Technology, a nonprofit that seeks to address the “digital attention crisis.” "
306,"KK: I meant more make people want to work for government? And I think that’s your question, right?"
307,"CW: Yeah. Rather than, you know, a big exit or something like that. Sexy start-up."
308,"So the clearest emblem of this is NASA and space travel where we all watched the Apollo 13 movies and we’ve seen the armies of research scientists helping launch these missions. Now where those research scientists? They’re all at Space X and Blue Origin and they’re there working for the tech guys who are putting billions into it. It’s going to be very, very difficult to somehow reverse essentially decades of talent migration into the private sector. And if you’re a talented kid out of Stanford, why would you work for the federal government? It’s like if you’re working in the private sector, you feel like you’re going to go faster, you’re certainly going to get paid more. You’re going to be working with smarter people and you idolize Elon Musk, like who the heck, you know? KK: Yeah, that’s literally our question."
310,"AY: Yeah. And I will say on a personal level, I spent seven years recruiting some of our top educational products to Detroit, Cleveland, Birmingham, St. Louis. So I have seen that essentially the tide has turned in the direction it’s gone and we should not be relying upon the government as the primary employer of a lot of this tech talent. We have to face facts and say, at this point, most of the intellectual capital is being attracted to these private firms and we need to instead try and support and work with the private firms."
311,"Through Venture for America, Mr. Yang created opportunities for college graduates in under-resourced American cities — but almost half of V.F.A. alumni left the cities they were placed in through the fellowship."
312,"CW: Well, what about when it comes to like the N.S.A. and the technology they have and the surveillance? You don’t want Google doing surveillance of people here and abroad? BS: Any more than they already are. CW: More than they already are. Right. More than they already are."
316,CW: But doing it in a national security sense. Or do you?
317,"I mean, the question is what trade-offs you’re willing to make, really. The N.S.A. is going to be able to recruit the tech talent that he can recruit and you want to try and ramp that up. So one thing —— CW: They’re worried about it."
319,"They should be, I mean clearly. Because if you spend time on these campuses, you know where they’re going. So one thing you can do that’s very, very fast and immediate is you can become much more flexible in terms of compensation and a type of work environment. "
320,"So if you had, for example, a rule that said, “Look, the government is allowed to match whatever salary a private sector employee is being offered, then you’d have more success.” If you said, “Look, you don’t need to move to Washington, D.C., and sit in the thing that was built decades ago, that’s like solace, and you have this giant parking lot and you just feel miserable being there for like a day, let alone a career.”"
321,Mr. Yang has said “most Americans don’t want to work for the federal government” and argued that his Freedom Dividend would therefore be more effective than a program like a federal jobs guarantee.
322,It seems like a nice place to work. Then you might have greater success. We also saw this happen even with the rollout of healthcare.gov. Remember this? It’s like they had the consultant and then they totally botched it and then they needed to bring in the —— BS: Remember The New Yorker cartoon? Hm?
325,BS: The New Yorker cartoon. They had a secretary with like a floppy disk. With her glasses pulled down and her fingers crossed.
326,See The New Yorker satirizing the Affordable Care Act rollout here.
327,"And it’s not just the leading edge N.S.A.-type stuff. If you look around congressional offices or the I.R.S., they’re all using technology from the ’90s or whatever it is. I had a whiz kid who said he got yelled at for writing a script in a congressional office that automated a task. They were like, “No, we just wanted you to do it manually forever.” So there needs to be a massive modernization effort. Not just in terms of how we recruit tech talent at the highest levels, but how we function even in the basics."
328,"CW: Sort of pivoting off of that, you said that Senator Warren’s taking sort of a 20th-century antitrust framework to big tech. What does a 21st-century framework look like in that?"
329,"The 21st-century framework. First, you don’t use price as your primary determinant of whether or not there are antitrust problems, because the tech companies would say, “What? We would never gouge anyone. It’s free. We’re underselling everyone.” So that you have to get rid of, and that’s not something she’s advocating, but what she is advocating, which I find to be a bit backward looking, is thinking that competition is the answer in these spaces. And competition misses the point in one way and another way."
330,"The Electronic Frontier Foundation, like Mr. Yang, has argued that the country’s approach to antitrust regulation is outmoded. In early 2019, the Federal Trade Commission created a new task force focused on monitoring competition in technology markets, which the foundation celebrated as a step toward modernizing antitrust."
331,"Let me explain. I’m a parent. I’ve got — how many of you all are parents? So if your kids are like my kids, they are mesmerized by any screen that is nearby. I regularly challenge my kids. I say, “What’s more important? People or screens?” And they know the right answer’s people. And then if they say screens, then I hold them upside down by their ankles until they say, “People, people.” And the people that are most diligent about screen time are the tech folks in Silicon Valley. You go there, and all of a sudden there’s not a screen to be had because they know that we have the smartest engineers in the country turning supercomputers into dopamine delivery devices for kids, because that’s how they make their millions of dollars. "
332,"So if that’s your problem and you break Facebook into Facebook, Instagram, WhatsApp, does that somehow make the kids stronger or healthier? No. If anything, it actually ratchets up the incentives to try and further their engagement. "
333,"So if that’s your problem, you have to go and try and solve it directly by getting into the guts of the apps and say, “What are the design choices you made?” Let’s calibrate them so they actually balance our kids’ health and not just your financial returns. So that’s one way she’s missing the point. "
334,"The other way is that many of these competitive markets end up very quickly accelerating toward one or two winners and saying, “I’m going to break you up.” Does not solve that problem. I joke that it would be cruel and unusual punishment to say you have to use the fourth-best navigation app. Like what is that? Apple Maps. We all hate Apple Maps, right? If you use that thing, you’re like, “Oh.” You curse the gods until you figure out how to get Google Maps going. So going up and saying, “Look, you’re the winner in the space. We’re going to break you up,” it doesn’t revive Main Street businesses, and it doesn’t actually end up solving the competition problem. "
335,"If you want to solve the hyperacquisition problem, which is a problem, then you have to go in and say, “Look, you have to not acquire businesses that are in your space with these criteria.” That would be a legitimate stance to take, because right now the business model in Silicon Valley is not to try and outcompete the behemoth. It’s just to get bought by them. If you get to a point where they’ll offer you $1 billion and you win, your investors win, you’re rich and then these get folded in, and it doesn’t even matter what they do with your business at that point."
336,"Over the past five years, 90 percent of A.I. start-ups in Silicon Valley were acquired by major companies, according to TechCrunch."
337,"BA: You’ve expressed profound distrust of market forces. You just compared the major tech companies to drug dealers, and you want the N.S.A. to outsource national security work to them?"
338,"I do not want the N.S.A. to outsource national security work to them. I want them to try and fight fire with fire and actually recruit using some of the same methods, and I want the N.S.A. to try and work with them to the extent that they’re realistic, and they know that Google is going to be innovating in ways that the N.S.A. will not be able to do."
339,"CW: Going back though, my question is, there’s an issue of power here. I mean, sure. You might not want to. You might not be able to address the problems of Facebook if you break it up from Instagram, and I understand that, and there’s still going to be addictive products, but there’s an issue of the consolidation of actual power, the ability to buy those companies, to make those acquisitions. Just simply the leverage that Mark Zuckerberg can use to have a meeting with Donald Trump that they won’t tell us about, I mean, how do you — if you don’t break them up, how do you get rid of that conglomeration of power?"
340,"NF: I mean, is there still a role for 20th-century antitrust?"
341,"Yes. All of this is a prelude to say that, should some of the tech companies be asked to divest parts of their businesses? One hundred percent yes. Like Amazon should not be selling its own house brand to its advantage to other goods. These companies do have excessive power and influence. At this point you could argue they control our democracy. "
342,"So, and I know The New York Times, I mean you’ve had your issues with Facebook and the rest of it, and they made a change and then all sorts of things happen."
343,"Listening to the tape, we have no idea what this means."
344,"So, right now, the government is like this flopping appendage behind a lot of this stuff. I mean, honestly. The Office of Technology Assessment was eliminated in 1995. So our legislature is literally 24 years behind the curve on technology, and they don’t understand. They’re totally outgunned. They don’t know what’s going on."
345,"So you definitely need to bring the tech companies to heel and say, “Look, here are the list of problems we’re concerned about.” But the solution to the abuse of power is not to say like, “Hey, we’re just going to try and keep anyone in the country from having the ability to do wrong.” What you have to do is you have to figure out what the abuses you’re concerned about are, and then actually address them directly."
346,CW: Who else besides you that you’re running against understands the internet?
347,"I haven’t hung out with enough of them to know, but I’m confident I understand the internet better than the [cross talk]—— CW: What’s your gut feeling? Who gets it?"
349,I’m going to say I do not have confidence that any of my opponents get the internet.
350,KK: We’re running out of time. So I’m actually going to — Jesse has one last question.
351,"One area we had hoped to ask about but ran out of time was climate solutions, specifically diving deep on his plans for nuclear energy."
352,"Jesse Wegman: I wanted to ask you — I was looking at the pin on your lapel, “MATH,” and I just wanted you to sort of get down to nuts and bolts a little with regard to what you’re trying to do here. What’s your math to winning the ——"
353,The slogan stands for “Make America Think Harder.”  To victory?
355,"KK: Can we add to that? What do you attribute your fund-raising to from last month? Taking in $750,000 in 24 hours."
356,"Well, we put up a goal on the website, and my supporters do not like to miss goals. And so we just had an aggressive goal, and we were $750,000 short in the last day. So then we raised $750,000 in that day and then we made the goal. So it turns out having goals is very positive for human beings, and our campaign’s continuing to grow by leaps and bounds. That’s one reason why we’re going to shock the world when the voting starts in February."
357,Mr. Yang surprised the Democratic field with a 257 percent fund-raising surge in October. KK: So walk us through Jesse’s ——
359,JW: So you’re polling in the low single digits now. What’s the math to get you into the top tier and through the first primary states?
360,"Sure. So if you look at the numbers, you’ve seen the same things that we see. You have four front-runners, but the support is very, very soft. Most people are saying they could change their mind. And there are a lot of people that say they still have not made up their mind. Then you have my campaign, which is growing organically. We’ve grown by, essentially, a percent a month over the last period. And that’s without the benefit of any paid messaging or advertising."
361,"We started advertising approximately three weeks ago. The lag time before advertising actually starts showing up in the polls is between three and six weeks. So you are likely to see our poll numbers rise. And more and more Americans are tuning in right now. We’re going to grow and grow and peak at the right time. We think we can do well, particularly, in New Hampshire, upcoming, because it’s an open primary and my campaign has a very strong appeal to independents, Libertarians and many, many disaffected Trump voters. I spoke to half a dozen Trump voters at my events in New Hampshire yesterday and they said that they are crossing party lines to support me. JW: Do you support ranked choice voting?"
363,"Yes. I have all these democracy reforms. So ranked choice voting, make Election Day a holiday, have vote by mail. I would lower the voting age to 16. Make every high school in the country a hotbed of political activity. Sixteen-year-olds can pay taxes, and they’re going to be on this planet longer. They should have a say in where their taxes go."
364,"Mr. Yang is the first presidential candidate to support lowering the voting age to 16. A recent poll found that 84 percent of Americans oppose the idea. KK: Michelle, do you have a —— MC: You’ve got a week to make the next debate. I might have made it while we’re sitting here."
368,"MC: It’s true. I have not checked my phone. But if you don’t, how do you work around this? Do you have a plan B? What do you do?"
369,"I expect we’re going to make the debate, but we’ve been growing independent of the debate, I’m happy to say. And for better or for worse, the influence of the debates seems to be waning along with the viewership. So we’re going to be here the whole way, regardless. Our support base is independent of those appearances. But we’re going to make the debate. I’m going to continue to make my case to the American people. You’re going to see us grow and grow, and peak at exactly Feb. 3."
370,"Mr. Yang’s support has indeed been growing in Iowa in recent months, with some polls finding him ahead of Pete Buttigieg."
371,"KK: For our last about minute, Brent, do you want to —— BS: What are you likely to fail at as president?"
373,"I will fail at many things, I’m sure. Keep in mind, I am married. So I understand my daily failures.  BS: Your failing."
375,"One thing I’ve learned, even as a candidate, that I’ve struggled with, truthfully, is that an entire organization hinges upon your day-to-day decisions or movements. And I know as president that will be amplified to a very, very high level. "
376,"I like being a relatively normal citizen. I like being able to go to places and find things out and have normal conversations. I think that’s going to be a real challenge for me because I’ve seen, even now, people are more likely to tell you positive things or things you want to hear than the bad stuff. And so I think it’s going to be a challenge for me to understand what’s happening behind the smiling faces and the people that work for me and my administration."
377,"It’s going to be hard for me to get out to the American people because anytime you go out, you’re going to be surrounded by a phalanx of press and staff and the rest of it. So I need to find ways to overcome that challenge. "
378,"I’m feeling it even now, because I am a layperson who decided to run for president, currently fifth in the polls, and that there’ve been many transitions on a personal level. I think one of my primary qualifications to be president of the United States is that I actually do not socialize very easily. By that, what I mean is, I don’t take myself that seriously. I don’t stand on ceremony. I don’t think I’m better than anyone. And I think that’s the kind of leader we need right now."
379,"BS: You’ve made clear, at least in your early comments, that it’s of primary importance for you to defeat Trump. Yes."
381,"BS: At some point, you may decide that your chances of becoming nominee are diminishing. What could you do, outside of being a nominee, to help defeat Trump?"
382,"There are many of the candidates that I’ve built a rapport with, I would be thrilled to campaign for. I believe I can help make sure that Donald Trump is a one-term president. Best as the nominee, but as someone campaigning for the nominee, I believe I could be very helpful there, too."
383,"KK: Would you support any Democratic candidate who ultimately won the nomination? Yes, I would. KK: All right. Thank you very much for your time."
